ensembl_gene_id	external_gene_name	description	gene_biotype
ENSG00000305052	NA	novel transcript, antisense to SBF2	lncRNA
ENSG00000305053	NA	novel transcript	lncRNA
ENSG00000305054	NA	novel transcript	lncRNA
ENSG00000305055	NA	novel transcript	lncRNA
ENSG00000305056	NA	novel transcript	lncRNA
ENSG00000305057	NA	novel transcript, antisense to TNS1	lncRNA
ENSG00000305058	NA	novel transcript	lncRNA
ENSG00000305059	NA	novel transcript	lncRNA
ENSG00000305061	NA	novel transcript	lncRNA
ENSG00000305062	NA	novel transcript	lncRNA
ENSG00000305063	NA	novel transcript, antisense to UXS1	lncRNA
ENSG00000305064	NA	novel transcript, sense intronic to SOX6	lncRNA
ENSG00000305065	NA	novel transcript	lncRNA
ENSG00000305066	NA	novel transcript	lncRNA
ENSG00000305067	NA	novel transcript	lncRNA
ENSG00000305068	NA	novel transcript	lncRNA
ENSG00000305069	NA	novel transcript, sense intronic to TLN1	lncRNA
ENSG00000305070	NA	novel transcript	lncRNA
ENSG00000305071	NA	novel transcript	lncRNA
ENSG00000305072	NA	novel transcript	lncRNA
ENSG00000305073	NA	novel transcript	lncRNA
ENSG00000305074	NA	novel transcript, antisense to MCCC1	lncRNA
ENSG00000305075	NA	novel transcript	lncRNA
ENSG00000305076	NA	novel transcript	lncRNA
ENSG00000305077	NA	novel transcript	lncRNA
ENSG00000305078	NA	novel transcript	lncRNA
ENSG00000305079	NA	novel transcript, antisense to XAF1	lncRNA
ENSG00000305080	NA	novel transcript	lncRNA
ENSG00000305081	NA	novel transcript, antisense to SIRT2	lncRNA
ENSG00000305082	NA	novel transcript	lncRNA
ENSG00000305083	NA	novel transcript	lncRNA
ENSG00000305084	NA	novel transcript	lncRNA
ENSG00000305085	NA	novel transcript	lncRNA
ENSG00000305086	NA	novel transcript	lncRNA
ENSG00000305087	NA	novel transcript, sense intronic to TLN1	lncRNA
ENSG00000305088	NA	novel transcript	lncRNA
ENSG00000305089	NA	novel transcript, antisense to ZNF358 and MCOLN1	lncRNA
ENSG00000305090	NA	novel transcript	lncRNA
ENSG00000305091	NA	novel transcript	lncRNA
ENSG00000305092	NA	novel transcript	lncRNA
ENSG00000305093	NA	novel transcript, antisense to FAM174B	lncRNA
ENSG00000305094	NA	novel transcript	lncRNA
ENSG00000305095	NA	novel transcript	lncRNA
ENSG00000305096	NA	novel transcript, antisense to AKT3	lncRNA
ENSG00000305097	NA	novel transcript	lncRNA
ENSG00000305098	NA	novel transcript, antisense to LYZL1	lncRNA
ENSG00000305099	NA	novel transcript	lncRNA
ENSG00000305100	NA	novel transcript	lncRNA
ENSG00000305101	NA	novel transcript	lncRNA
ENSG00000305102	NA	novel transcript	lncRNA
ENSG00000305103	NA	novel transcript	lncRNA
ENSG00000305104	NA	novel transcript	lncRNA
ENSG00000305105	NA	novel transcript	lncRNA
ENSG00000305106	NA	novel transcript	lncRNA
ENSG00000305107	NA	novel transcript, antisense to MARCKSL1	lncRNA
ENSG00000305108	NA	novel transcript	lncRNA
ENSG00000305109	NA	novel transcript, antisense to PNPLA6 and MCOLN1	lncRNA
ENSG00000305110	NA	novel transcript	lncRNA
ENSG00000305111	NA	novel transcript	lncRNA
ENSG00000305112	NA	novel transcript	lncRNA
ENSG00000305113	NA	novel transcript, antisense to TBCA	lncRNA
ENSG00000305114	NA	novel transcript	lncRNA
ENSG00000305115	NA	novel transcript, antisense to FAM174B	lncRNA
ENSG00000305116	NA	novel transcript	lncRNA
ENSG00000305117	NA	novel transcript	lncRNA
ENSG00000305118	NA	novel transcript	lncRNA
ENSG00000305119	NA	novel transcript	lncRNA
ENSG00000305120	NA	novel transcript	lncRNA
ENSG00000305121	NA	novel transcript, antisense to PIK3AP1	lncRNA
ENSG00000305122	NA	novel transcript	lncRNA
ENSG00000305123	NA	novel transcript	lncRNA
ENSG00000305124	NA	novel transcript	lncRNA
ENSG00000305125	NA	novel transcript	lncRNA
ENSG00000305126	NA	novel transcript	lncRNA
ENSG00000305127	NA	novel transcript	lncRNA
ENSG00000305128	NA	novel transcript	lncRNA
ENSG00000305129	NA	novel transcript	lncRNA
ENSG00000305130	NA	novel transcript	lncRNA
ENSG00000305131	NA	novel transcript	lncRNA
ENSG00000305132	NA	novel transcript, antisense to PLCL1	lncRNA
ENSG00000305133	NA	novel transcript, antisense to ARL17B	lncRNA
ENSG00000305134	NA	novel transcript	lncRNA
ENSG00000305135	NA	novel transcript, antisense to WNT4	lncRNA
ENSG00000305136	NA	novel transcript	lncRNA
ENSG00000305137	NA	novel transcript	lncRNA
ENSG00000305138	NA	novel transcript	lncRNA
ENSG00000305139	NA	novel transcript, antisense to GPSM3	lncRNA
ENSG00000305140	NA	novel transcript	lncRNA
ENSG00000305141	NA	novel transcript	lncRNA
ENSG00000305142	NA	novel transcript, antisense to GPM6A	lncRNA
ENSG00000305143	NA	novel transcript	lncRNA
ENSG00000305144	NA	novel transcript, sense intronic to GREB1	lncRNA
ENSG00000305145	NA	novel transcript	lncRNA
ENSG00000305146	NA	novel transcript, antisense to LY6E	lncRNA
ENSG00000305147	NA	novel transcript	lncRNA
ENSG00000305148	NA	novel transcript	lncRNA
ENSG00000305149	NA	novel transcript	lncRNA
ENSG00000305150	NA	novel transcript	lncRNA
ENSG00000305151	NA	novel transcript	lncRNA
ENSG00000305152	NA	novel transcript, antisense to WNT4	lncRNA
ENSG00000305153	NA	novel transcript	lncRNA
ENSG00000305154	NA	novel transcript, antisense to IGFBP4	lncRNA
ENSG00000305155	NA	novel transcript	lncRNA
ENSG00000305156	NA	novel transcript	lncRNA
ENSG00000305157	NA	novel transcript	lncRNA
ENSG00000305158	NA	novel transcript	lncRNA
ENSG00000305159	NA	novel transcript	lncRNA
ENSG00000305160	NA	novel transcript	lncRNA
ENSG00000305161	NA	novel transcript	lncRNA
ENSG00000305162	NA	novel transcript	lncRNA
ENSG00000305163	NA	novel transcript, antisense to DPP10	lncRNA
ENSG00000305164	NA	novel transcript	lncRNA
ENSG00000305165	NA	novel transcript, antisense to ABCG8	lncRNA
ENSG00000305166	NA	novel transcript, antisense to LPCAT1	lncRNA
ENSG00000305167	NA	novel transcript, antisense to MSMB	lncRNA
ENSG00000305168	NA	novel transcript, antisense to GALK2	lncRNA
ENSG00000305169	NA	novel transcript	lncRNA
ENSG00000305170	NA	novel transcript	lncRNA
ENSG00000305171	NA	novel transcript, antisense to USP39	lncRNA
ENSG00000305172	NA	novel transcript, antisense to SPN and QPRT	lncRNA
ENSG00000305173	NA	novel transcript	lncRNA
ENSG00000305174	NA	novel transcript	lncRNA
ENSG00000305175	NA	novel transcript	lncRNA
ENSG00000305176	NA	novel transcript, antisense to NR5A2	lncRNA
ENSG00000305177	NA	novel transcript	lncRNA
ENSG00000305178	NA	novel transcript	lncRNA
ENSG00000305179	NA	novel transcript, antisense to COL14A1	lncRNA
ENSG00000305180	NA	novel transcript, sense intronic to MOB1B	lncRNA
ENSG00000305181	NA	novel transcript	lncRNA
ENSG00000305182	NA	novel transcript	lncRNA
ENSG00000305183	NA	novel transcript, antisense to NFIC	lncRNA
ENSG00000305184	NA	novel transcript	lncRNA
ENSG00000305185	NA	novel transcript, antisense to ASB1	lncRNA
ENSG00000305186	NA	novel transcript, antisense to ARL6IP1	lncRNA
ENSG00000305187	NA	novel transcript	lncRNA
ENSG00000305188	NA	novel transcript	lncRNA
ENSG00000305189	NA	novel transcript	lncRNA
ENSG00000305190	NA	novel transcript	lncRNA
ENSG00000305191	NA	novel transcript	lncRNA
ENSG00000305192	NA	novel transcript	lncRNA
ENSG00000305193	NA	novel transcript	lncRNA
ENSG00000305194	NA	novel transcript	lncRNA
ENSG00000305195	NA	novel transcript, antisense to TXNDC12	lncRNA
ENSG00000305196	NA	novel transcript	lncRNA
ENSG00000305197	NA	novel transcript	lncRNA
ENSG00000305198	NA	novel transcript	lncRNA
ENSG00000305199	NA	novel transcript	lncRNA
ENSG00000305200	NA	novel transcript	lncRNA
ENSG00000305201	NA	novel transcript, antisense to RAPGEF5	lncRNA
ENSG00000305202	NA	novel transcript	lncRNA
ENSG00000305203	NA	novel transcript	lncRNA
ENSG00000305204	NA	novel transcript, antisense to CR1	lncRNA
ENSG00000305205	FAM88D	family with sequence similarity 88 member D 	lncRNA
ENSG00000305206	NA	novel transcript	lncRNA
ENSG00000305207	NA	novel transcript	lncRNA
ENSG00000305208	NA	novel transcript	lncRNA
ENSG00000305209	NA	novel transcript	lncRNA
ENSG00000305210	NA	novel transcript	lncRNA
ENSG00000305211	NA	novel transcript	lncRNA
ENSG00000305212	NA	novel transcript, antisense to MECOM	lncRNA
ENSG00000305213	NA	novel transcript	lncRNA
ENSG00000305214	NA	novel transcript	lncRNA
ENSG00000305215	NA	novel transcript	lncRNA
ENSG00000305216	NA	novel transcript	lncRNA
ENSG00000305217	NA	novel transcript	lncRNA
ENSG00000305218	NA	novel transcript, sense intronic to RERG	lncRNA
ENSG00000305219	NA	novel transcript	lncRNA
ENSG00000305220	NA	novel transcript	lncRNA
ENSG00000305221	NA	novel transcript	lncRNA
ENSG00000305222	NA	novel transcript	lncRNA
ENSG00000305223	NA	novel transcript	lncRNA
ENSG00000305224	NA	novel transcript, sense overlapping OR11L1	lncRNA
ENSG00000305225	NA	novel transcript	lncRNA
ENSG00000305226	NA	novel transcript, antisense to AKAP9	lncRNA
ENSG00000305227	NA	novel transcript	lncRNA
ENSG00000305228	NA	novel transcript, antisense to PLAC8	lncRNA
ENSG00000305229	NA	novel transcript	lncRNA
ENSG00000305230	NA	novel transcript	lncRNA
ENSG00000305231	NA	novel transcript	lncRNA
ENSG00000305232	NA	novel transcript	lncRNA
ENSG00000305233	NA	novel transcript, antisense to NARFL	lncRNA
ENSG00000305234	NA	novel transcript	lncRNA
ENSG00000305235	NA	novel transcript	lncRNA
ENSG00000305236	NA	novel transcript	lncRNA
ENSG00000305237	NA	novel transcript	lncRNA
ENSG00000305238	NA	novel transcript	lncRNA
ENSG00000305239	NA	novel transcript	lncRNA
ENSG00000305240	NA	novel transcript, antisense to PAX5	lncRNA
ENSG00000305241	NA	novel transcript	lncRNA
ENSG00000305242	NA	novel transcript	lncRNA
ENSG00000305243	NA	novel transcript, antisense to RERG	lncRNA
ENSG00000305244	NA	novel transcript	lncRNA
ENSG00000305245	NA	novel transcript	lncRNA
ENSG00000305246	NA	novel transcript	lncRNA
ENSG00000305248	NA	novel transcript	lncRNA
ENSG00000305249	NA	novel transcript	lncRNA
ENSG00000305250	NA	novel transcript	lncRNA
ENSG00000305251	NA	novel transcript	lncRNA
ENSG00000305252	NA	novel transcript	lncRNA
ENSG00000305253	NA	novel transcript	lncRNA
ENSG00000305254	NA	novel transcript, antisense to EFCAB2	lncRNA
ENSG00000305255	NA	novel transcript	lncRNA
ENSG00000305256	NA	novel transcript	lncRNA
ENSG00000305257	NA	novel transcript	lncRNA
ENSG00000305258	NA	novel transcript	lncRNA
ENSG00000305259	NA	novel transcript	lncRNA
ENSG00000305260	NA	novel transcript, antisense to TLE3	lncRNA
ENSG00000305261	NA	novel transcript	lncRNA
ENSG00000305262	NA	novel transcript	lncRNA
ENSG00000305263	NA	novel transcript	lncRNA
ENSG00000305264	NA	novel transcript, antisense to PCDH8	lncRNA
ENSG00000305265	NA	novel transcript, antisense to TIMP2	lncRNA
ENSG00000305266	NA	novel transcript	lncRNA
ENSG00000305267	NA	novel transcript	lncRNA
ENSG00000305268	NA	novel transcript	lncRNA
ENSG00000305269	NA	novel transcript	lncRNA
ENSG00000305270	NA	novel transcript	lncRNA
ENSG00000305271	NA	novel transcript, antisense to ZNF124	lncRNA
ENSG00000305272	NA	novel transcript	lncRNA
ENSG00000305273	NA	novel transcript, sense intronic to SGCZ	lncRNA
ENSG00000305274	NA	novel transcript, antisense to FBN1	lncRNA
ENSG00000305275	NA	novel transcript	lncRNA
ENSG00000305276	NA	novel transcript	lncRNA
ENSG00000305277	NA	novel transcript	lncRNA
ENSG00000305278	NA	novel transcript, antisense to HYDIN	lncRNA
ENSG00000305279	NA	novel transcript	lncRNA
ENSG00000305280	NA	novel transcript	lncRNA
ENSG00000305281	NA	novel transcript	lncRNA
ENSG00000305282	NA	novel transcript	lncRNA
ENSG00000305283	NA	novel transcript	lncRNA
ENSG00000305284	NA	novel transcript, antisense to TMEM219	lncRNA
ENSG00000305285	NA	novel transcript, antisense to CEP295NL and TIMP2	lncRNA
ENSG00000305286	NA	novel transcript, antisense to BZW1	lncRNA
ENSG00000305287	NA	novel transcript	lncRNA
ENSG00000305288	NA	novel transcript	lncRNA
ENSG00000305289	NA	novel transcript	lncRNA
ENSG00000305290	NA	novel transcript	lncRNA
ENSG00000305291	NA	novel transcript	lncRNA
ENSG00000305292	NA	novel transcript, antisense to HCRTR1	lncRNA
ENSG00000305293	NA	novel transcript	lncRNA
ENSG00000305294	NA	novel transcript, sense intronic to RBFOX1	lncRNA
ENSG00000305295	NA	novel transcript	lncRNA
ENSG00000305296	NA	novel transcript	lncRNA
ENSG00000305297	NA	novel transcript, antisense to OLFM4	lncRNA
ENSG00000305298	NA	novel transcript	lncRNA
ENSG00000305299	NA	novel transcript, sense intronic to EFCAB2	lncRNA
ENSG00000305300	NA	novel transcript	lncRNA
ENSG00000305301	NA	novel transcript, antisense to MRPS22	lncRNA
ENSG00000305302	NA	novel transcript	lncRNA
ENSG00000305303	NA	novel transcript	lncRNA
ENSG00000305304	NA	novel transcript	lncRNA
ENSG00000305305	NA	novel transcript	lncRNA
ENSG00000305306	NA	novel transcript	lncRNA
ENSG00000305307	NA	novel transcript	lncRNA
ENSG00000305308	NA	novel transcript	lncRNA
ENSG00000305309	NA	novel transcript	lncRNA
ENSG00000305310	NA	novel transcript	lncRNA
ENSG00000305311	NA	novel transcript	lncRNA
ENSG00000305312	NA	novel transcript	lncRNA
ENSG00000305313	NA	novel transcript, antisense to SMYD2	lncRNA
ENSG00000305314	NA	novel transcript	lncRNA
ENSG00000305315	NA	novel transcript	lncRNA
ENSG00000305316	NA	novel transcript	lncRNA
ENSG00000305317	NA	novel transcript	lncRNA
ENSG00000305318	NA	novel transcript	lncRNA
ENSG00000305319	NA	novel transcript, antisense to ANO4	lncRNA
ENSG00000305320	NA	novel transcript	lncRNA
ENSG00000305321	NA	novel transcript	lncRNA
ENSG00000305322	NA	novel transcript	lncRNA
ENSG00000305323	NA	novel transcript	lncRNA
ENSG00000305324	NA	novel transcript	lncRNA
ENSG00000305325	NA	novel transcript	lncRNA
ENSG00000305326	NA	novel transcript, sense intronic to SLC7A5	lncRNA
ENSG00000305327	NA	novel transcript	lncRNA
ENSG00000305328	NA	novel transcript	lncRNA
ENSG00000305329	NA	novel transcript	lncRNA
ENSG00000305330	NA	novel transcript	lncRNA
ENSG00000305331	NA	novel transcript	lncRNA
ENSG00000305332	NA	novel transcript	lncRNA
ENSG00000305333	NA	novel transcript	lncRNA
ENSG00000305334	NA	novel transcript	lncRNA
ENSG00000305335	NA	novel transcript, antisense to CRHR2	lncRNA
ENSG00000305336	NA	novel transcript	lncRNA
ENSG00000305337	NA	novel transcript	lncRNA
ENSG00000305338	NA	novel transcript, antisense to ESRP2	lncRNA
ENSG00000305339	NA	novel transcript	lncRNA
ENSG00000305340	NA	novel transcript	lncRNA
ENSG00000305341	NA	novel transcript	lncRNA
ENSG00000305342	NA	novel transcript, antisense to ROBO2	lncRNA
ENSG00000305343	NA	novel transcript	lncRNA
ENSG00000305344	NA	novel transcript	lncRNA
ENSG00000305345	NA	novel transcript	lncRNA
ENSG00000305346	NA	novel transcript, antisense to ZNF717	lncRNA
ENSG00000305347	NA	novel transcript	lncRNA
ENSG00000305348	NA	novel transcript	lncRNA
ENSG00000305349	NA	novel transcript, antisense to ADAMTS20	lncRNA
ENSG00000305350	NA	novel transcript	lncRNA
ENSG00000305351	NA	novel transcript, antisense to SGPP2	lncRNA
ENSG00000305352	NA	novel transcript, antisense to ZNF76 and RP3-329A5.4	lncRNA
ENSG00000305353	NA	novel transcript	lncRNA
ENSG00000305354	NA	novel transcript	lncRNA
ENSG00000305355	NA	novel transcript	lncRNA
ENSG00000305356	NA	novel transcript	lncRNA
ENSG00000305357	NA	novel transcript, antisense to SOX5	lncRNA
ENSG00000305358	NA	novel transcript	lncRNA
ENSG00000305359	NA	novel transcript	lncRNA
ENSG00000305360	NA	novel transcript	lncRNA
ENSG00000305361	NA	novel transcript	lncRNA
ENSG00000305362	NA	novel transcript	lncRNA
ENSG00000305363	NA	novel transcript	lncRNA
ENSG00000305364	NA	novel transcript, antisense to CDH18	lncRNA
ENSG00000305365	NA	novel transcript	lncRNA
ENSG00000305366	NA	novel transcript, antisense to LIN9	lncRNA
ENSG00000305367	NA	novel transcript	lncRNA
ENSG00000305368	NA	novel transcript	lncRNA
ENSG00000305369	NA	novel transcript	lncRNA
ENSG00000305370	NA	novel transcript	lncRNA
ENSG00000305371	NA	novel transcript, antisense to NAA38	lncRNA
ENSG00000305372	NA	novel transcript, antisense to SLC38A7	lncRNA
ENSG00000305373	NA	novel transcript	lncRNA
ENSG00000305374	NA	novel transcript, antisense to NINL	lncRNA
ENSG00000305375	NA	novel transcript	lncRNA
ENSG00000305376	NA	novel transcript	lncRNA
ENSG00000305377	NA	novel transcript	lncRNA
ENSG00000305378	NA	novel transcript	lncRNA
ENSG00000305379	NA	novel transcript	lncRNA
ENSG00000305380	NA	novel transcript	lncRNA
ENSG00000305381	NA	novel transcript	lncRNA
ENSG00000305382	NA	novel transcript	lncRNA
ENSG00000305383	NA	novel transcript	lncRNA
ENSG00000305384	NA	novel transcript, antisense to ZNF407	lncRNA
ENSG00000305385	NA	novel transcript, antisense to RAB2B	lncRNA
ENSG00000305386	NA	novel transcript	lncRNA
ENSG00000305387	NA	novel transcript	lncRNA
ENSG00000305388	NA	novel transcript, sense intronic to NINL	lncRNA
ENSG00000305389	NA	novel transcript	lncRNA
ENSG00000305390	NA	novel transcript	lncRNA
ENSG00000305391	NA	novel transcript, antisense to KIAA0100	lncRNA
ENSG00000305392	NA	novel transcript	lncRNA
ENSG00000305393	NA	novel transcript	lncRNA
ENSG00000305394	NA	novel transcript	lncRNA
ENSG00000305395	NA	novel transcript, antisense to FBXO17	lncRNA
ENSG00000305396	NA	novel transcript, antisense to CD9	lncRNA
ENSG00000305397	NA	novel transcript	lncRNA
ENSG00000305398	NA	novel transcript	lncRNA
ENSG00000305399	NA	novel transcript, sense intronic to MAP7D2	lncRNA
ENSG00000305400	NA	novel transcript, antisense to EEF2K	lncRNA
ENSG00000305401	NA	novel transcript, sense intronic to SOX5	lncRNA
ENSG00000305402	NA	novel transcript, sense intronic to TANC1	lncRNA
ENSG00000305403	NA	novel transcript	lncRNA
ENSG00000305404	NA	novel transcript, antisense to ATP2C2	lncRNA
ENSG00000305405	NA	novel transcript	lncRNA
ENSG00000305406	NA	novel transcript	lncRNA
ENSG00000305407	NA	novel transcript	lncRNA
ENSG00000305408	NA	novel transcript	lncRNA
ENSG00000305409	NA	novel transcript	lncRNA
ENSG00000305410	NA	novel transcript	lncRNA
ENSG00000305411	NA	novel transcript	lncRNA
ENSG00000305412	NA	novel transcript	lncRNA
ENSG00000305413	NA	novel transcript	lncRNA
ENSG00000305414	NA	novel transcript	lncRNA
ENSG00000305415	NA	novel transcript, antisense to AK5	lncRNA
ENSG00000305416	NA	novel transcript	lncRNA
ENSG00000305417	NA	novel transcript	lncRNA
ENSG00000305418	NA	novel transcript, antisense to XG and GYG2	lncRNA
ENSG00000305419	NA	novel transcript	lncRNA
ENSG00000305420	NA	novel transcript, antisense to APOBEC3A	lncRNA
ENSG00000305421	NA	novel transcript, antisense to MTUS2	lncRNA
ENSG00000305422	NA	novel transcript, antisense to SOX5	lncRNA
ENSG00000305423	NA	novel transcript	lncRNA
ENSG00000305424	NA	novel transcript	lncRNA
ENSG00000305425	NA	novel transcript	lncRNA
ENSG00000305426	NA	novel transcript, antisense to SNTB1	lncRNA
ENSG00000305427	NA	novel transcript, antisense to ANKRD44	lncRNA
ENSG00000305428	NA	novel transcript	lncRNA
ENSG00000305429	NA	novel transcript, antisense to ANO8	lncRNA
ENSG00000305430	NA	novel transcript	lncRNA
ENSG00000305431	NA	novel transcript	lncRNA
ENSG00000305432	NA	novel transcript	lncRNA
ENSG00000305433	NA	novel transcript	lncRNA
ENSG00000305434	NA	novel transcript	lncRNA
ENSG00000305435	NA	novel transcript, antisense to APOBEC3A	lncRNA
ENSG00000305436	NA	novel transcript	lncRNA
ENSG00000305437	NA	novel transcript, antisense to SLC22A23	lncRNA
ENSG00000305438	NA	novel transcript, antisense to SMG6	lncRNA
ENSG00000305439	NA	novel transcript	lncRNA
ENSG00000305440	NA	novel transcript	lncRNA
ENSG00000305441	NA	novel transcript	lncRNA
ENSG00000305442	NA	novel transcript	lncRNA
ENSG00000305443	NA	novel transcript, antisense to BRSK1	lncRNA
ENSG00000305444	NA	novel transcript, antisense to RP5-836N17.6 and PLAGL2	lncRNA
ENSG00000305445	NA	novel transcript	lncRNA
ENSG00000305446	NA	novel transcript, antisense to DPY19L2	lncRNA
ENSG00000305447	NA	novel transcript, antisense to PTPN11	lncRNA
ENSG00000305448	NA	novel transcript, antisense to HSPG2	lncRNA
ENSG00000305449	NA	novel transcript	lncRNA
ENSG00000305450	NA	novel transcript	lncRNA
ENSG00000305451	NA	novel transcript	lncRNA
ENSG00000305452	NA	novel transcript	lncRNA
ENSG00000305453	NA	novel transcript	lncRNA
ENSG00000305454	NA	novel transcript	lncRNA
ENSG00000305455	NA	novel transcript	lncRNA
ENSG00000305456	NA	novel transcript	lncRNA
ENSG00000305457	NA	novel transcript	lncRNA
ENSG00000305458	NA	novel transcript	lncRNA
ENSG00000305459	NA	novel transcript	lncRNA
ENSG00000305460	NA	novel transcript	lncRNA
ENSG00000305461	NA	novel transcript	lncRNA
ENSG00000305462	NA	novel transcript, antisense to NPIPA3	lncRNA
ENSG00000305463	NA	novel transcript, antisense to RPL6	lncRNA
ENSG00000305464	NA	novel transcript	lncRNA
ENSG00000305465	NA	novel transcript	lncRNA
ENSG00000305466	NA	novel transcript	lncRNA
ENSG00000305467	NA	novel transcript	lncRNA
ENSG00000305468	NA	novel transcript, sense overlapping PABPC3	lncRNA
ENSG00000305469	NA	novel transcript	lncRNA
ENSG00000305470	NA	novel transcript, antisense to FNBP4	lncRNA
ENSG00000305471	NA	novel transcript	lncRNA
ENSG00000305472	NA	novel transcript	lncRNA
ENSG00000305473	NA	novel transcript, antisense to SOX30	lncRNA
ENSG00000305474	NA	novel transcript	lncRNA
ENSG00000305475	NA	novel transcript	lncRNA
ENSG00000305476	NA	novel transcript	lncRNA
ENSG00000305477	NA	novel transcript	lncRNA
ENSG00000305478	NA	novel transcript	lncRNA
ENSG00000305479	NA	novel transcript	lncRNA
ENSG00000305480	NA	novel transcript, antisense to SRC	lncRNA
ENSG00000305481	NA	novel transcript	lncRNA
ENSG00000305482	NA	novel transcript, antisense to BFAR	lncRNA
ENSG00000305483	NA	novel transcript	lncRNA
ENSG00000305484	NA	novel transcript	lncRNA
ENSG00000305485	NA	novel transcript, antisense to RPL6	lncRNA
ENSG00000305486	NA	novel transcript	lncRNA
ENSG00000305487	NA	novel transcript	lncRNA
ENSG00000305488	NA	novel transcript	lncRNA
ENSG00000305489	NA	novel transcript	lncRNA
ENSG00000305490	NA	novel transcript	lncRNA
ENSG00000305491	NA	novel transcript	lncRNA
ENSG00000305492	NA	novel transcript	lncRNA
ENSG00000305493	NA	novel transcript	lncRNA
ENSG00000305494	NA	novel transcript	lncRNA
ENSG00000305495	NA	novel transcript, antisense to SEMA3E	lncRNA
ENSG00000305496	NA	novel transcript	lncRNA
ENSG00000305497	NA	novel transcript	lncRNA
ENSG00000305498	NA	novel transcript	lncRNA
ENSG00000305499	NA	novel transcript, antisense to ASAP1	lncRNA
ENSG00000305500	NA	novel transcript	lncRNA
ENSG00000305501	NA	novel transcript	lncRNA
ENSG00000305502	NA	novel transcript, antisense to NR3C1	lncRNA
ENSG00000305503	NA	novel transcript, antisense to PRAC2	lncRNA
ENSG00000305504	NA	novel transcript	lncRNA
ENSG00000305505	NA	novel transcript	lncRNA
ENSG00000305506	NA	novel transcript	lncRNA
ENSG00000305507	NA	novel transcript	lncRNA
ENSG00000305508	NA	novel transcript	lncRNA
ENSG00000305509	NA	novel transcript	lncRNA
ENSG00000305510	NA	novel transcript	lncRNA
ENSG00000305511	NA	novel transcript	lncRNA
ENSG00000305512	NA	novel transcript, antisense to FAM200B	lncRNA
ENSG00000305513	NA	novel transcript	lncRNA
ENSG00000305514	NA	novel transcript	lncRNA
ENSG00000305515	NA	novel transcript	lncRNA
ENSG00000305516	NA	novel transcript	lncRNA
ENSG00000305517	NA	novel transcript	lncRNA
ENSG00000305518	NA	novel transcript	lncRNA
ENSG00000305519	NA	novel transcript	lncRNA
ENSG00000305520	NA	novel transcript	lncRNA
ENSG00000305521	NA	novel transcript	lncRNA
ENSG00000305522	NA	novel transcript	lncRNA
ENSG00000305523	NA	novel transcript	lncRNA
ENSG00000305524	NA	novel transcript	lncRNA
ENSG00000305525	NA	novel transcript	lncRNA
ENSG00000305526	NA	novel transcript	lncRNA
ENSG00000305527	NA	novel transcript	lncRNA
ENSG00000305528	NA	novel transcript	lncRNA
ENSG00000305529	NA	novel transcript, antisense to TBXAS1	lncRNA
ENSG00000305530	NA	novel transcript, antisense to FBXL5	lncRNA
ENSG00000305531	NA	novel transcript, antisense to CCDC146	lncRNA
ENSG00000305532	NA	novel transcript	lncRNA
ENSG00000305533	NA	novel transcript	lncRNA
ENSG00000305534	NA	novel transcript, antisense to FGFR3	lncRNA
ENSG00000305535	NA	novel transcript	lncRNA
ENSG00000305536	NA	novel transcript	lncRNA
ENSG00000305537	NA	novel transcript	lncRNA
ENSG00000305538	NA	novel transcript	lncRNA
ENSG00000305539	NA	novel transcript	lncRNA
ENSG00000305540	NA	novel transcript	lncRNA
ENSG00000305541	NA	novel transcript, antisense to PIP5K1A	lncRNA
ENSG00000305542	NA	novel transcript	lncRNA
ENSG00000305543	NA	novel transcript	lncRNA
ENSG00000305544	NA	novel transcript	lncRNA
ENSG00000305545	NA	novel transcript	lncRNA
ENSG00000305546	NA	novel transcript, antisense to AFF3	lncRNA
ENSG00000305547	NA	novel transcript	lncRNA
ENSG00000305548	NA	novel transcript	lncRNA
ENSG00000305549	NA	novel transcript	lncRNA
ENSG00000305550	NA	novel transcript, antisense to SFMBT1	lncRNA
ENSG00000305551	NA	novel transcript	lncRNA
ENSG00000305552	NA	novel transcript, antisense to CCDC57	lncRNA
ENSG00000305553	NA	novel transcript	lncRNA
ENSG00000305554	NA	novel transcript, antisense to ABCC6	lncRNA
ENSG00000305555	NA	novel transcript, antisense to ADCY2	lncRNA
ENSG00000305556	NA	novel transcript	lncRNA
ENSG00000305557	NA	novel transcript	lncRNA
ENSG00000305558	NA	novel transcript	lncRNA
ENSG00000305559	NA	novel transcript	lncRNA
ENSG00000305560	NA	novel transcript	lncRNA
ENSG00000305561	NA	novel transcript	lncRNA
ENSG00000305562	NA	novel transcript	lncRNA
ENSG00000305563	NA	novel transcript, antisense to RBM47	lncRNA
ENSG00000305564	NA	novel transcript	lncRNA
ENSG00000305565	NA	novel transcript, antisense to STAT6	lncRNA
ENSG00000305566	NA	novel transcript, antisense to ARHGAP23	lncRNA
ENSG00000305567	NA	novel transcript	lncRNA
ENSG00000305568	NA	novel transcript, antisense to LINGO2	lncRNA
ENSG00000305569	NA	novel transcript, antisense to AFF3	lncRNA
ENSG00000305570	NA	novel transcript	lncRNA
ENSG00000305571	NA	novel transcript	lncRNA
ENSG00000305572	NA	novel transcript	lncRNA
ENSG00000305573	NA	novel transcript	lncRNA
ENSG00000305574	NA	novel transcript	lncRNA
